"Data Source","World Development Indicators",

"Last Updated Date","2016-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Netherlands","NLD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10611000000","11497000000","11750000000","11923000000","12452000000","11285000000","11147000000","11745000000","14603000000","16495000000","16528000000","17529000000","19922000000","20523000000","17868000000","18690000000","20970000000","20199000000","22667000000","","",
"High income: nonOECD","NOC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50155665794.7058","57725825900.8466","55089330386.8985","50778186839.867","48679688320.8325","51528448821.9212","54167345969.1329","56870776475.0817","60104292449.5376","76034912925.8155","83718965271.0654","95596527931.1202","114844749986.363","131029425007.081","122608232452.805","150855693675.283","185364017967.458","200139333232.714","221231283299.57","","",
"Norway","NOR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2730000000","2770000000","2570000000","2545000000","2751000000","2521000000","2380000000","2581000000","2989000000","3531000000","4243000000","4289000000","5322000000","5702000000","4949000000","5299000000","6565000000","5970000000","6390000000","","",
"Nepal","NPL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232000000","237000000","201000000","248000000","229000000","219000000","191000000","134000000","232000000","260000000","160000000","157000000","234000000","353000000","439000000","378000000","415000000","379000000","457000000","","",
"New Zealand","NZL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2318000000","2553000000","2211000000","1857000000","2234000000","2272000000","2340000000","3159000000","4232000000","5098000000","6486000000","6148000000","7190000000","6961000000","5979000000","6523000000","7295000000","7142000000","7496000000","","",
"High income: OECD","OEC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","357832793000","379824330000","377346000000","387159000000","405814000000","411540000000","394165000000","404611000000","450176000000","523422000000","549911000000","584897000000","665125000000","727270000000","639638000000","673769000000","755468000000","755359000000","798056000000","","",
"OECD members","OED","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","369636793000","393005330000","392532000000","402643000000","419152000000","428309000000","413422000000","426059000000","473437000000","550920000000","583472000000","617363000000","700842000000","768442000000","678511000000","712715000000","798019000000","800134000000","847230000000","","",
"Oman","OMN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","193000000","192000000","338000000","350000000","377000000","538000000","539000000","546000000","601000000","627000000","749000000","905000000","1105000000","1092000000","1256000000","1571000000","1781000000","1913000000","","",
"Other small states","OSS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510304976.22135","2633384135.79799","2788614007.94528","2795243393.0347","3016334429.74909","2868009392.48525","3051467912.31208","3342055750.31671","4157416253.65788","4809194805.22342","5246407498.45907","6432389519.57043","7747108457.91707","7643043207.80655","6704452215.97123","7451718275.92634","8406791652.09593","8294194344.21237","8803025205.38136","","",
"Pakistan","PAK","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","582000000","590000000","618000000","556000000","492000000","551000000","533000000","562000000","620000000","765000000","828000000","919000000","912000000","986000000","950000000","998000000","1123000000","1016000000","929000000","","",
"Panama","PAN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","372000000","432000000","471000000","492000000","506000000","628000000","665000000","710000000","804000000","903000000","1108000000","1425000000","1806000000","2208000000","2280000000","2621000000","3630000000","4534000000","5119000000","","",
"Peru","PER","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","521000000","773000000","911000000","947000000","911000000","861000000","763000000","836000000","1023000000","1232000000","1438000000","1775000000","2007000000","2396000000","2440000000","2475000000","2814000000","3074000000","3925000000","","",
"Philippines","PHL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1141000000","1551000000","2347000000","1431000000","2652000000","2334000000","2011000000","2018000000","1821000000","2390000000","2863000000","4051000000","5523000000","3293000000","2916000000","3441000000","4053000000","4963000000","5600000000","","",
"Palau","PLW","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58000000","54000000","45000000","41000000","40000000","41000000","49000000","57000000","58000000","66000000","71000000","66000000","71000000","89000000","104000000","112000000","","",
"Papua New Guinea","PNG","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25000000","14000000","8000000","15000000","6000000","7000000","5200000","2800000","4900000","7100000","9400000","3930000","4500000","3800000","2100000","2500000","5100000","2300000","","","",
"Poland","POL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6927000000","8764000000","9053000000","8321000000","6498000000","6128000000","5121000000","4971000000","4733000000","6499000000","7128000000","8122000000","11686000000","12837000000","9843000000","9986000000","11598000000","11841000000","12476000000","","",
"Puerto Rico","PRI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1828000000","1898000000","2046000000","2233000000","2139000000","2388000000","2728000000","2486000000","2677000000","3024000000","3239000000","3369000000","3414000000","3535000000","3176000000","3211000000","3143000000","3193000000","3334000000","","",
"Korea, Dem. Rep.","PRK","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5646000000","5572000000","5415000000","6390000000","6046000000","6027000000","6236000000","6595000000","7634000000","8858000000","9008000000","10438000000","12917000000","14047000000","12315000000","12969000000","14882000000","14559000000","16221000000","","",
"Paraguay","PRY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162000000","159000000","145000000","128000000","95000000","88000000","91000000","76000000","81000000","87000000","96000000","112000000","121000000","128000000","225000000","243000000","261000000","291000000","299000000","","",
"Pacific island small states","PSS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","559053965.062132","585392167.427581","590397690.421888","511636984.201403","557631919.623951","478611615.393826","489786203.870813","570530125.936045","709923862.038708","844215867.742225","1007180000","1016950000","1115440000","1410080000","1171110000","1376600000","1564100000","1673910000","1662435446.03432","","",
"French Polynesia","PYF","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","326000000","322000000","345000000","354000000","394000000","","","471000000","651000000","737000000","759000000","463000000","537000000","522000000","440000000","405000000","460000000","438000000","","","",
"Qatar","QAT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122000000","128000000","272000000","285000000","369000000","498000000","760000000","874000000","","","","","4463000000","7220000000","8452000000","","",
"Romania","ROU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","689000000","670000000","603000000","351000000","306000000","394000000","419000000","400000000","523000000","607000000","1325000000","1676000000","2073000000","2625000000","1687000000","1631000000","2018000000","1901000000","1903000000","","",
"Russian Federation","RUS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4312000000","7102000000","7164000000","6508000000","3723000000","3429000000","4726000000","5278000000","5879000000","7262000000","7805000000","9720000000","12426000000","15821000000","12369000000","13239000000","16961000000","17876000000","20198000000","","",
"Rwanda","RWA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000000","6000000","19000000","20000000","21000000","27000000","29000000","31000000","30000000","44000000","67000000","148000000","177000000","224000000","223000000","224000000","298000000","337000000","351000000","","",
"South Asia","SAS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4015595833.33264","4257293784.33993","4426783218.86371","4497988839.28494","4531084409.33988","5151877071.88556","4810892410.71346","5008462934.98082","6609085050.36516","8725195741.75674","10332838129.577","12108967055.8587","14814780631.8656","16316116037.0851","14997783463.711","18933776389.5282","22930784707.588","23763994900.0164","25610460704.6056","","",
"Saudi Arabia","SAU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3418000000","6486000000","4626000000","4769000000","6907000000","6775000000","6744000000","7536000000","9317000000","8400000000","8690000000","","",
"Sudan","SDN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000000","8000000","4000000","2000000","2000000","5000000","3000000","108000000","17000000","21000000","150000000","252000000","262000000","335000000","299000000","94000000","185000000","772000000","773000000","","",
"Senegal","SEN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168180300","164000000","171000000","181000000","183000000","152000000","175000000","210000000","269000000","286000000","334000000","329000000","622000000","637000000","474000000","464000000","524000000","","","","",
"Singapore","SGP","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7611000000","7402000000","6326000000","4603000000","5089000000","5142000000","4641000000","4458000000","3842000000","5327000000","6209000000","7536000000","9066000000","10615000000","9225000000","14178000000","18086000000","18934000000","19057000000","","",
"Solomon Islands","SLB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17100000","16000000","9700000","7100000","9700000","4000000","8800000","800000","1600000","3520000","6400000","30900000","33100000","31200000","39300000","50800000","65900000","65400000","69600000","","",
"Sierra Leone","SLE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57000000","29000000","10000000","6000000","6000000","10000000","14000000","38000000","60000000","58000000","64000000","23000000","22000000","34000000","25000000","26000000","44000000","47000000","66000000","","",
"El Salvador","SLV","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152000000","155000000","149000000","206000000","408000000","437000000","452000000","521000000","664000000","748000000","656000000","686000000","793000000","711000000","549000000","646000000","729000000","900000000","1054000000","","",
"San Marino","SMR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77000000","159000000","220000000","308000000","416000000","1016000000","1133000000","989000000","951000000","1149000000","1083000000","1221000000","","",
"Sub-Saharan Africa (developing only)","SSA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6791342302.78699","7589344892.56979","8055785747.31188","8477043409.15751","8812759733.71984","7871092067.08387","8405842422.406","9266768124.22814","13216370860.7641","15395081011.1417","17572960284.178","19659574124.2983","23178540246.1664","23287839971.4982","21714572314.9212","24741736873.1217","27501798576.9256","29962380005.8649","30163476372.8287","","",
"South Sudan","SSD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7268654966.28953","8052838071.24645","8550491254.75484","8977271625.38605","9346691741.48122","8391490504.43205","8950254324.76431","9870538905.04404","13976342382.11","16232774011.4321","18504460209.451","20725161492.2018","24451026044.9219","24577137056.6734","22883227176.7482","26024542770.7773","28915126376.8473","31429062956.321","31703527796.9642","","",
"Small states","SST","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8125921598.96715","8592230477.97716","9014236419.43789","9089959323.45399","9753400487.17635","9868711503.65153","9656459794.10087","10087973669.9255","11458919368.0927","12851368677.6291","14276430153.9405","15819451668.76","17461999068.8602","17687774102.0749","15880510754.1663","17128498373.6741","18354814610.9749","18641676226.4064","19095211681.7888","","",
"Sao Tome and Principe","STP","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4100000","9200000","9900000","6200000","6900000","7400000","7700000","7300000","6700000","5000000","7700000","8300000","11100000","15900000","15000000","30600000","","",
"Suriname","SUR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52000000","44000000","38000000","36000000","45000000","42000000","26000000","17000000","18000000","52000000","96000000","109000000","73000000","83000000","70000000","69000000","69000000","79000000","92000000","","",
"Slovak Republic","SVK","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630000000","681000000","555000000","493000000","465000000","441000000","649000000","742000000","876000000","931000000","1282000000","1655000000","2352000000","3004000000","2539000000","2335000000","2514000000","2365000000","2634000000","","",
"Slovenia","SVN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1128000000","1280000000","1225000000","1135000000","1011000000","1016000000","1059000000","1152000000","1427000000","1725000000","1894000000","2074000000","2465000000","2954000000","2735000000","2721000000","2953000000","2841000000","2976000000","","",
"Sweden","SWE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4390000000","4534000000","4025000000","4997000000","4943000000","4825000000","5200000000","5671000000","6548000000","7686000000","7739000000","10016000000","12259000000","12060000000","10100000000","10991000000","12871000000","12815000000","13910000000","","",
"Swaziland","SWZ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54000000","42000000","44000000","51000000","15000000","24000000","23000000","45000000","70040000","75100000","77300000","75100000","32200000","26300000","40100000","51400000","21300000","30300000","13300000","","",
"Sint Maarten (Dutch part)","SXM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","349000000","322000000","379000000","430000000","443000000","511000000","484000000","489000000","538000000","626000000","659000000","651000000","665000000","667000000","619000000","681000000","729000000","854000000","871000000","","",
"Seychelles","SYC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224000000","182000000","195000000","191000000","202000000","225000000","221000000","247000000","258000000","256000000","269000000","323000000","396000000","408000000","349000000","352000000","380000000","351000000","398000000","","",
"Syrian Arab Republic","SYR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1258000000","1165000000","1013000000","1017000000","1031000000","1082000000","1150000000","970000000","877000000","1883000000","2035000000","2113000000","2972000000","3176000000","3781000000","6308000000","1816000000","","","","",
"Turks and Caicos Islands","TCA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53000000","99000000","113000000","157000000","238000000","285000000","311000000","292000000","","","","","","","","","","","","","",
"Chad","TCD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43000000","22000000","22000000","15000000","15000000","14000000","23000000","25000000","","","","","","","","","","","","","",
"Togo","TGO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13000000","10000000","12000000","15000000","10000000","11000000","14000000","16000000","26000000","25000000","27000000","23000000","38000000","44000000","73000000","105000000","","","","","",
"Thailand","THA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9257000000","10367000000","9052000000","7954000000","9416000000","9935000000","9378000000","10388000000","10456000000","13054000000","12102000000","16614000000","20623000000","22497000000","19814000000","23809000000","30926000000","37740000000","46042000000","","",
"Tajikistan","TJK","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000000","6200000","9600000","9100000","11200000","16500000","23700000","19500000","32400000","39800000","60400000","56900000","","",
"Turkmenistan","TKM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13000000","46000000","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20000000","26000000","14000000","16000000","24000000","18000000","21000000","29000000","","",
"Tonga","TON","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000000","13000000","16000000","8000000","9000000","7000000","6800000","5900000","10300000","13100000","15000000","15700000","15200000","19500000","16800000","28000000","31700000","45800000","","","",
"Trinidad and Tobago","TTO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232000000","262000000","344000000","356000000","365000000","371000000","361000000","402000000","437000000","568000000","593000000","517000000","621000000","557000000","548000000","630000000","650000000","","","","",
"Tunisia","TUN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1838000000","1895000000","1858000000","1980000000","2118000000","1977000000","2061000000","1831000000","1935000000","2432000000","2800000000","2999000000","3373000000","3909000000","3524000000","3477000000","2529000000","2931000000","2863000000","","",
"Turkey","TUR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4957000000","5650000000","7002000000","7177000000","5203000000","7636000000","10067000000","11901000000","13203000000","15888000000","20760000000","19137000000","21662000000","26446000000","26331000000","26318000000","30093000000","31455000000","34863000000","","",
"Tuvalu","TUV","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1190000","1180000","1510000","1870000","1530000","2350000","2440000","2670000","2370000","","",
"Tanzania","TZA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","502000000","473000000","343000000","404000000","467000000","381000000","626000000","639000000","654000000","762000000","835000000","986000000","1215000000","1293000000","1192000000","1279000000","1383000000","1754000000","1939000000","","",
"Uganda","UGA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78000000","117000000","135000000","144000000","151000000","165000000","187000000","194000000","185000000","268000000","382000000","347000000","402000000","536000000","683000000","802000000","977000000","1157000000","1204000000","","",
"Ukraine","UKR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191000000","448000000","477000000","539000000","503000000","563000000","759000000","1001000000","1204000000","2931000000","3542000000","4018000000","5320000000","6722000000","4349000000","4696000000","5406000000","5988000000","5946000000","","",
"Upper middle income","UMC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53796920741.7721","60127513841.9081","64272520057.2708","64665963252.3563","67810793440.0845","77096657524.0981","82809095300.0348","94575215881.4968","100865410513.434","124047118222.94","140854042145.294","156866583160.756","182791315625.746","199650901365.6","188976028018.14","207773456386.661","227463479284.906","242747315438.09","261251806213.476","","",
"Uruguay","URY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","725000000","890000000","862000000","695000000","653000000","827000000","700000000","409000000","419000000","591000000","699000000","711000000","928000000","1195000000","1460000000","1669000000","2401000000","2219000000","2011000000","","",
"United States","USA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93743000000","102196000000","107047000000","105095000000","111475000000","120912000000","109103000000","104427000000","101535000000","115689000000","122077000000","126778000000","144223000000","164721000000","146002000000","167996000000","187629000000","200614000000","214772000000","","",
"Uzbekistan","UZB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15000000","198000000","167000000","102000000","63000000","72000000","68000000","48000000","57000000","28000000","43000000","51000000","64000000","99000000","121000000","","","","","",
"St. Vincent and the Grenadines","VCT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53000000","64000000","71000000","73000000","85000000","82000000","89000000","91000000","91000000","96000000","104000000","113000000","110000000","96000000","88000000","86000000","92000000","94000000","92000000","","",
"Venezuela, RB","VEN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","995000000","1026000000","623000000","769000000","643000000","469000000","677000000","484000000","378000000","554000000","722000000","843000000","972000000","1097000000","1055000000","794000000","805000000","904000000","","","",
"Virgin Islands (U.S.)","VIR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","822000000","781000000","894000000","941000000","955000000","1206000000","1234000000","1195000000","1257000000","1356000000","1432000000","1467000000","1512000000","1157000000","1021000000","1013000000","1085000000","1153000000","1232000000","","",
"Vietnam","VNM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400000000","1700000000","2300000000","2850000000","3750000000","3930000000","3050000000","4450000000","5710000000","6850000000","7530000000","","",
"Vanuatu","VUT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45000000","56000000","53000000","72000000","59000000","69000000","58000000","72000000","83000000","93000000","104000000","109000000","142000000","188000000","214000000","242000000","252000000","288000000","292000000","","",
"West Bank and Gaza","PSE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255000000","242000000","239000000","346000000","377000000","283000000","37000000","38000000","152000000","115000000","119000000","89000000","212000000","269000000","410000000","667000000","795000000","755000000","399000000","","",
"World","WLD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","483719160160.18","522682128262.712","523849514640.692","526980290604.566","550485475385.511","569149403261.918","560235770348.946","586757722482.82","644351877868.362","767124233582.284","824637039449.149","895388584713.721","1035510875253.48","1139381369157.72","1023989712243.67","1119084146236.87","1258197071445.17","1296746848680.79","1381108871206.83","","",
"Samoa","WSM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35699440","40398020","38511840","39600470","42500000","41000000","39000000","45000000","54000000","70000000","73800000","88400000","102400000","111600000","115200000","123700000","134900000","148200000","137200000","","",
"Yemen, Rep.","YEM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","55000000","70000000","84000000","61000000","73000000","38000000","38000000","139000000","139000000","181000000","181000000","425000000","886000000","899000000","1161000000","780000000","848000000","940000000","","",
"South Africa","ZAF","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2654000000","3137000000","3422000000","3419000000","3407000000","3338000000","3256000000","3695000000","6674000000","7571000000","8629000000","9211000000","10226000000","9178000000","8684000000","10308000000","10707000000","11201000000","10468000000","","",
"Congo, Dem. Rep.","COD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3200000","3100000","700000","700000","24000000","10700000","11400000","6900000","800000","","",
"Zambia","ZMB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29000000","40000000","53000000","67000000","80000000","64000000","88000000","92000000","98000000","110000000","138000000","148000000","98000000","125000000","146000000","155000000","224000000","","",
"Zimbabwe","ZWE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145000000","232000000","205000000","158000000","202000000","125000000","81000000","76000000","61000000","194000000","99000000","338000000","365000000","294000000","523000000","634000000","664000000","749000000","846000000","","",
